GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06007500124022,San Francisco County,75,12402,2,"Block Group 2, Census Tract 124.02, San Francisco County, California",1090,1051,646,47,0,277,48,0,33,0,33,39,39,0,0,0,0,0,0,0,0,141691
G06007500124023,San Francisco County,75,12402,3,"Block Group 3, Census Tract 124.02, San Francisco County, California",1767,1376,550,68,3,537,0,188,30,0,30,391,324,48,0,0,0,0,19,19,0,26514
G06007500125011,San Francisco County,75,12501,1,"Block Group 1, Census Tract 125.01, San Francisco County, California",2449,1944,393,203,7,1341,0,0,0,0,0,505,218,0,0,0,0,287,0,0,0,23400
G06007500125012,San Francisco County,75,12501,2,"Block Group 2, Census Tract 125.01, San Francisco County, California",1110,864,554,185,0,109,0,0,16,0,16,246,221,0,0,0,0,25,0,0,0,14746
G06007500125021,San Francisco County,75,12502,1,"Block Group 1, Census Tract 125.02, San Francisco County, California",1885,1589,289,213,44,783,0,37,223,0,223,296,214,0,0,0,0,78,4,4,0,12054
G06007500125022,San Francisco County,75,12502,2,"Block Group 2, Census Tract 125.02, San Francisco County, California",1822,1236,404,171,3,626,0,0,32,0,32,586,268,0,0,0,0,301,17,5,12,14583
G06007500126011,San Francisco County,75,12601,1,"Block Group 1, Census Tract 126.01, San Francisco County, California",2592,2290,2029,55,0,206,0,0,0,0,0,302,269,0,0,0,0,0,33,7,26,129139
G06007500126021,San Francisco County,75,12602,1,"Block Group 1, Census Tract 126.02, San Francisco County, California",1519,1439,1252,0,0,170,0,0,17,0,17,80,50,0,0,0,0,30,0,0,0,155116
G06007500126022,San Francisco County,75,12602,2,"Block Group 2, Census Tract 126.02, San Francisco County, California",1295,1269,1018,15,0,214,0,0,22,0,22,26,26,0,0,0,0,0,0,0,0,119886
G06007500127001,San Francisco County,75,12700,1,"Block Group 1, Census Tract 127, San Francisco County, California",1664,1624,1242,92,0,172,0,0,118,0,118,40,40,0,0,0,0,0,0,0,0,130234
G06007500127002,San Francisco County,75,12700,2,"Block Group 2, Census Tract 127, San Francisco County, California",1175,1175,1040,0,0,79,0,0,56,0,56,0,0,0,0,0,0,0,0,0,0,137237
G06007500127003,San Francisco County,75,12700,3,"Block Group 3, Census Tract 127, San Francisco County, California",798,641,560,0,0,68,0,0,13,0,13,157,134,0,0,0,23,0,0,0,0,106823
G06007500128001,San Francisco County,75,12800,1,"Block Group 1, Census Tract 128, San Francisco County, California",1974,1780,1638,0,1,87,0,0,54,0,54,194,170,0,0,24,0,0,0,0,0,168478
G06007500128002,San Francisco County,75,12800,2,"Block Group 2, Census Tract 128, San Francisco County, California",851,657,657,0,0,0,0,0,0,0,0,194,194,0,0,0,0,0,0,0,0,250001
G06007500128003,San Francisco County,75,12800,3,"Block Group 3, Census Tract 128, San Francisco County, California",1371,1311,989,0,0,231,0,0,91,0,91,60,43,0,0,17,0,0,0,0,0,142604
G06007500128004,San Francisco County,75,12800,4,"Block Group 4, Census Tract 128, San Francisco County, California",542,440,327,80,0,16,0,17,0,0,0,102,82,0,0,0,0,20,0,0,0,55662
G06007500129011,San Francisco County,75,12901,1,"Block Group 1, Census Tract 129.01, San Francisco County, California",1163,1076,946,0,17,70,0,0,43,0,43,87,51,0,0,0,0,35,1,0,1,129375
G06007500129012,San Francisco County,75,12901,2,"Block Group 2, Census Tract 129.01, San Francisco County, California",1591,1502,1223,0,10,212,0,0,57,0,57,89,77,0,0,0,0,0,12,0,12,151442
G06007500129021,San Francisco County,75,12902,1,"Block Group 1, Census Tract 129.02, San Francisco County, California",1268,1177,893,13,12,173,0,8,78,0,78,91,72,0,0,0,0,19,0,0,0,116250
G06007500129022,San Francisco County,75,12902,2,"Block Group 2, Census Tract 129.02, San Francisco County, California",1383,1329,1021,87,0,158,0,51,12,0,12,54,54,0,0,0,0,0,0,0,0,122324
G06007500129023,San Francisco County,75,12902,3,"Block Group 3, Census Tract 129.02, San Francisco County, California",977,937,810,0,0,106,0,0,21,0,21,40,28,0,0,0,0,0,12,0,12,115042
G06007500130001,San Francisco County,75,13000,1,"Block Group 1, Census Tract 130, San Francisco County, California",1329,1233,959,0,0,221,0,0,53,0,53,96,96,0,0,0,0,0,0,0,0,122632
G06007500130002,San Francisco County,75,13000,2,"Block Group 2, Census Tract 130, San Francisco County, California",926,907,714,0,29,128,0,0,36,0,36,19,19,0,0,0,0,0,0,0,0,159615
G06007500130003,San Francisco County,75,13000,3,"Block Group 3, Census Tract 130, San Francisco County, California",1569,1494,1267,0,0,154,0,0,73,0,73,75,21,0,0,0,0,54,0,0,0,176202
G06007500130004,San Francisco County,75,13000,4,"Block Group 4, Census Tract 130, San Francisco County, California",1133,1118,1071,0,0,47,0,0,0,0,0,15,0,0,0,0,0,0,15,15,0,157458
G06007500131011,San Francisco County,75,13101,1,"Block Group 1, Census Tract 131.01, San Francisco County, California",1782,1659,1439,9,0,171,0,15,25,0,25,123,66,0,0,0,0,40,17,17,0,134250
G06007500131012,San Francisco County,75,13101,2,"Block Group 2, Census Tract 131.01, San Francisco County, California",1960,1776,1322,102,0,329,0,0,23,0,23,184,129,20,0,0,0,16,19,0,19,121250
G06007500131021,San Francisco County,75,13102,1,"Block Group 1, Census Tract 131.02, San Francisco County, California",1598,1519,1157,11,0,267,11,38,35,0,35,79,54,0,0,0,0,25,0,0,0,126333
G06007500131022,San Francisco County,75,13102,2,"Block Group 2, Census Tract 131.02, San Francisco County, California",1486,1352,970,1,0,332,0,0,49,0,49,134,110,11,0,10,0,2,1,0,1,181944
G06007500132001,San Francisco County,75,13200,1,"Block Group 1, Census Tract 132, San Francisco County, California",1915,1812,1484,0,0,312,0,0,16,0,16,103,103,0,0,0,0,0,0,0,0,134479
G06007500132002,San Francisco County,75,13200,2,"Block Group 2, Census Tract 132, San Francisco County, California",705,704,498,128,0,78,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,250001
G06007500132003,San Francisco County,75,13200,3,"Block Group 3, Census Tract 132, San Francisco County, California",1424,1359,1006,16,0,246,0,72,19,0,19,65,33,0,0,0,0,32,0,0,0,172321
G06007500133001,San Francisco County,75,13300,1,"Block Group 1, Census Tract 133, San Francisco County, California",662,587,484,10,0,39,0,27,27,0,27,75,75,0,0,0,0,0,0,0,0,218281
G06007500133002,San Francisco County,75,13300,2,"Block Group 2, Census Tract 133, San Francisco County, California",1173,1155,781,6,0,304,0,0,64,0,64,18,18,0,0,0,0,0,0,0,0,160278
G06007500133003,San Francisco County,75,13300,3,"Block Group 3, Census Tract 133, San Francisco County, California",1285,1147,839,69,0,183,0,0,56,0,56,138,53,0,0,10,14,33,28,0,28,94306
G06007500133004,San Francisco County,75,13300,4,"Block Group 4, Census Tract 133, San Francisco County, California",673,639,491,0,0,94,0,0,54,0,54,34,34,0,0,0,0,0,0,0,0,207396
G06007500133005,San Francisco County,75,13300,5,"Block Group 5, Census Tract 133, San Francisco County, California",833,801,658,13,0,54,0,0,76,0,76,32,19,0,0,0,0,13,0,0,0,126174
G06007500134001,San Francisco County,75,13400,1,"Block Group 1, Census Tract 134, San Francisco County, California",983,939,670,0,0,252,0,0,17,0,17,44,0,0,0,0,0,44,0,0,0,172558
G06007500134002,San Francisco County,75,13400,2,"Block Group 2, Census Tract 134, San Francisco County, California",1775,1671,1298,59,0,257,0,0,57,0,57,104,85,0,0,0,0,19,0,0,0,135197
G06007500134003,San Francisco County,75,13400,3,"Block Group 3, Census Tract 134, San Francisco County, California",1273,1184,859,0,0,195,16,0,114,0,114,89,89,0,0,0,0,0,0,0,0,184922
G06007500135001,San Francisco County,75,13500,1,"Block Group 1, Census Tract 135, San Francisco County, California",1313,1289,948,4,10,289,0,0,38,0,38,24,21,0,0,0,0,0,3,3,0,151250
G06007500135002,San Francisco County,75,13500,2,"Block Group 2, Census Tract 135, San Francisco County, California",1304,1225,760,67,0,344,0,7,47,10,37,79,48,0,0,0,0,31,0,0,0,112829
G06007500151001,San Francisco County,75,15100,1,"Block Group 1, Census Tract 151, San Francisco County, California",1411,1278,953,0,0,290,0,7,28,0,28,133,46,0,0,15,0,72,0,0,0,86447
G06007500151002,San Francisco County,75,15100,2,"Block Group 2, Census Tract 151, San Francisco County, California",1014,914,399,4,0,424,0,0,87,0,87,100,77,0,0,23,0,0,0,0,0,107167
G06007500152001,San Francisco County,75,15200,1,"Block Group 1, Census Tract 152, San Francisco County, California",2035,1926,1008,176,0,711,0,0,31,0,31,109,93,0,0,0,0,16,0,0,0,61058
G06007500152002,San Francisco County,75,15200,2,"Block Group 2, Census Tract 152, San Francisco County, California",1390,1322,968,10,0,289,0,0,55,0,55,68,68,0,0,0,0,0,0,0,0,122670
G06007500152003,San Francisco County,75,15200,3,"Block Group 3, Census Tract 152, San Francisco County, California",960,891,713,50,0,112,0,0,16,0,16,69,69,0,0,0,0,0,0,0,0,115268
G06007500153001,San Francisco County,75,15300,1,"Block Group 1, Census Tract 153, San Francisco County, California",938,866,610,60,0,136,0,17,43,0,43,72,38,6,0,0,0,28,0,0,0,122292
G06007500153002,San Francisco County,75,15300,2,"Block Group 2, Census Tract 153, San Francisco County, California",1272,1081,665,105,0,257,16,0,38,0,38,191,179,0,0,0,0,12,0,0,0,112813
G06007500154001,San Francisco County,75,15400,1,"Block Group 1, Census Tract 154, San Francisco County, California",859,784,405,20,0,223,94,0,42,0,42,75,27,0,0,0,0,0,48,0,48,159029
G06007500154002,San Francisco County,75,15400,2,"Block Group 2, Census Tract 154, San Francisco County, California",1491,1432,943,32,0,331,0,43,83,2,81,59,59,0,0,0,0,0,0,0,0,150452
G06007500154003,San Francisco County,75,15400,3,"Block Group 3, Census Tract 154, San Francisco County, California",1238,1147,731,15,0,370,16,0,15,0,15,91,73,0,0,18,0,0,0,0,0,86500
G06007500154004,San Francisco County,75,15400,4,"Block Group 4, Census Tract 154, San Francisco County, California",820,790,475,0,0,192,0,0,123,0,123,30,30,0,0,0,0,0,0,0,0,123679
G06007500154005,San Francisco County,75,15400,5,"Block Group 5, Census Tract 154, San Francisco County, California",1469,1405,1101,32,0,259,1,0,12,0,12,64,63,0,1,0,0,0,0,0,0,121322
G06007500155001,San Francisco County,75,15500,1,"Block Group 1, Census Tract 155, San Francisco County, California",1709,1553,1069,10,0,447,0,0,27,0,27,156,156,0,0,0,0,0,0,0,0,70489
G06007500155002,San Francisco County,75,15500,2,"Block Group 2, Census Tract 155, San Francisco County, California",1361,1235,492,42,0,701,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,
G06007500155003,San Francisco County,75,15500,3,"Block Group 3, Census Tract 155, San Francisco County, California",670,659,368,63,0,132,47,0,49,0,49,11,9,0,0,0,0,2,0,0,0,
G06007500156001,San Francisco County,75,15600,1,"Block Group 1, Census Tract 156, San Francisco County, California",684,653,250,47,0,329,0,0,27,15,12,31,8,0,0,0,0,23,0,0,0,105625
G06007500156002,San Francisco County,75,15600,2,"Block Group 2, Census Tract 156, San Francisco County, California",1562,1329,859,12,0,337,0,0,121,0,121,233,224,0,0,9,0,0,0,0,0,91486
G06007500156003,San Francisco County,75,15600,3,"Block Group 3, Census Tract 156, San Francisco County, California",990,943,429,9,0,447,0,0,58,0,58,47,31,0,0,0,0,16,0,0,0,68359
G06007500157001,San Francisco County,75,15700,1,"Block Group 1, Census Tract 157, San Francisco County, California",1377,1122,732,38,0,257,40,13,42,0,42,255,156,0,0,0,44,42,13,0,13,118352
G06007500157002,San Francisco County,75,15700,2,"Block Group 2, Census Tract 157, San Francisco County, California",2051,1965,1283,30,0,271,0,231,150,0,150,86,80,0,0,0,0,6,0,0,0,103451
G06007500157003,San Francisco County,75,15700,3,"Block Group 3, Census Tract 157, San Francisco County, California",2287,2162,1150,167,0,788,0,33,24,5,19,125,84,0,0,0,0,41,0,0,0,133295
G06007500157004,San Francisco County,75,15700,4,"Block Group 4, Census Tract 157, San Francisco County, California",3662,2880,1541,99,0,956,14,0,270,39,231,782,382,21,0,33,0,213,133,114,19,121369
G06007500158011,San Francisco County,75,15801,1,"Block Group 1, Census Tract 158.01, San Francisco County, California",503,463,98,214,0,139,0,0,12,0,12,40,25,15,0,0,0,0,0,0,0,42361
G06007500158012,San Francisco County,75,15801,2,"Block Group 2, Census Tract 158.01, San Francisco County, California",2299,2233,829,752,0,353,0,0,299,0,299,66,57,0,0,9,0,0,0,0,0,85511
G06007500158013,San Francisco County,75,15801,3,"Block Group 3, Census Tract 158.01, San Francisco County, California",1327,1089,549,358,0,182,0,0,0,0,0,238,95,124,0,0,0,19,0,0,0,48125
G06007500158021,San Francisco County,75,15802,1,"Block Group 1, Census Tract 158.02, San Francisco County, California",1957,1685,1179,68,0,308,0,8,122,7,115,272,75,21,0,0,0,170,6,6,0,116550
G06007500158022,San Francisco County,75,15802,2,"Block Group 2, Census Tract 158.02, San Francisco County, California",1549,1431,1052,203,0,96,11,22,47,13,34,118,30,0,19,0,0,9,60,0,60,73839
G06007500159001,San Francisco County,75,15900,1,"Block Group 1, Census Tract 159, San Francisco County, California",1636,1541,709,125,8,644,0,0,55,0,55,95,64,0,0,17,0,14,0,0,0,52059
G06007500159002,San Francisco County,75,15900,2,"Block Group 2, Census Tract 159, San Francisco County, California",2796,2393,962,182,57,1170,14,0,8,0,8,403,17,17,334,0,0,35,0,0,0,63676
G06007500160001,San Francisco County,75,16000,1,"Block Group 1, Census Tract 160, San Francisco County, California",2807,2580,1245,182,0,962,0,10,181,26,155,227,107,8,0,0,0,59,53,16,37,63808
G06007500161001,San Francisco County,75,16100,1,"Block Group 1, Census Tract 161, San Francisco County, California",1288,1238,32,429,0,723,0,0,54,2,52,50,0,0,0,0,0,1,49,0,49,40729
G06007500161002,San Francisco County,75,16100,2,"Block Group 2, Census Tract 161, San Francisco County, California",1072,964,423,438,0,80,0,0,23,0,23,108,48,0,0,0,0,60,0,0,0,27542
G06007500161003,San Francisco County,75,16100,3,"Block Group 3, Census Tract 161, San Francisco County, California",876,864,176,374,0,207,0,0,107,0,107,12,12,0,0,0,0,0,0,0,0,12305
G06007500161004,San Francisco County,75,16100,4,"Block Group 4, Census Tract 161, San Francisco County, California",2326,2181,543,713,0,631,0,57,237,0,237,145,67,0,0,0,0,78,0,0,0,24583
G06007500162001,San Francisco County,75,16200,1,"Block Group 1, Census Tract 162, San Francisco County, California",888,788,428,79,0,272,0,9,0,0,0,100,89,0,0,0,0,11,0,0,0,77083
G06007500162002,San Francisco County,75,16200,2,"Block Group 2, Census Tract 162, San Francisco County, California",1105,1037,578,30,0,343,0,28,58,27,31,68,9,0,0,0,0,36,23,10,13,84167
G06007500162003,San Francisco County,75,16200,3,"Block Group 3, Census Tract 162, San Francisco County, California",1243,1141,908,34,0,199,0,0,0,0,0,102,48,0,0,0,6,24,24,24,0,122500
G06007500163001,San Francisco County,75,16300,1,"Block Group 1, Census Tract 163, San Francisco County, California",681,681,101,389,0,158,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,21857
G06007500163002,San Francisco County,75,16300,2,"Block Group 2, Census Tract 163, San Francisco County, California",1000,784,506,109,0,148,0,0,21,0,21,216,57,0,0,0,0,114,45,45,0,154563
G06007500163003,San Francisco County,75,16300,3,"Block Group 3, Census Tract 163, San Francisco County, California",2990,2728,1911,156,0,427,0,0,234,0,234,262,179,0,0,0,0,49,34,34,0,161103
G06007500164001,San Francisco County,75,16400,1,"Block Group 1, Census Tract 164, San Francisco County, California",2026,1836,1365,202,0,138,0,0,131,12,119,190,167,0,0,0,0,21,2,2,0,115625
G06007500164002,San Francisco County,75,16400,2,"Block Group 2, Census Tract 164, San Francisco County, California",1889,1647,1029,196,10,343,0,0,69,0,69,242,136,0,0,5,0,58,43,27,16,119643
G06007500165001,San Francisco County,75,16500,1,"Block Group 1, Census Tract 165, San Francisco County, California",2227,1834,1313,219,0,273,0,0,29,0,29,393,156,30,0,0,0,207,0,0,0,118015
G06007500165002,San Francisco County,75,16500,2,"Block Group 2, Census Tract 165, San Francisco County, California",983,862,657,20,0,66,0,0,119,0,119,121,121,0,0,0,0,0,0,0,0,110938
G06007500165003,San Francisco County,75,16500,3,"Block Group 3, Census Tract 165, San Francisco County, California",1373,1265,994,49,0,181,0,10,31,0,31,108,108,0,0,0,0,0,0,0,0,119438
G06007500165004,San Francisco County,75,16500,4,"Block Group 4, Census Tract 165, San Francisco County, California",1177,1146,738,89,0,143,0,19,157,0,157,31,28,0,0,0,0,3,0,0,0,120600
G06007500166001,San Francisco County,75,16600,1,"Block Group 1, Census Tract 166, San Francisco County, California",2000,1940,1413,32,0,495,0,0,0,0,0,60,44,0,16,0,0,0,0,0,0,144627
G06007500166002,San Francisco County,75,16600,2,"Block Group 2, Census Tract 166, San Francisco County, California",1377,1254,987,13,15,85,20,0,134,0,134,123,90,0,0,0,0,12,21,21,0,137808
G06007500166003,San Francisco County,75,16600,3,"Block Group 3, Census Tract 166, San Francisco County, California",1699,1527,1202,177,0,131,0,0,17,0,17,172,149,0,0,0,0,23,0,0,0,113561
G06007500166004,San Francisco County,75,16600,4,"Block Group 4, Census Tract 166, San Francisco County, California",711,651,454,8,0,63,0,0,126,0,126,60,60,0,0,0,0,0,0,0,0,140391
G06007500167001,San Francisco County,75,16700,1,"Block Group 1, Census Tract 167, San Francisco County, California",1688,1509,1376,59,0,61,0,0,13,0,13,179,83,0,0,22,0,74,0,0,0,159464
G06007500167002,San Francisco County,75,16700,2,"Block Group 2, Census Tract 167, San Francisco County, California",672,588,470,35,0,51,0,0,32,0,32,84,84,0,0,0,0,0,0,0,0,166923
G06007500167003,San Francisco County,75,16700,3,"Block Group 3, Census Tract 167, San Francisco County, California",1144,1084,945,0,0,85,0,12,42,0,42,60,36,0,0,0,0,10,14,0,14,164330
G06007500167004,San Francisco County,75,16700,4,"Block Group 4, Census Tract 167, San Francisco County, California",1532,1300,960,122,0,158,0,0,60,0,60,232,220,0,0,0,0,0,12,12,0,132390
G06007500168011,San Francisco County,75,16801,1,"Block Group 1, Census Tract 168.01, San Francisco County, California",1368,1123,874,37,0,183,0,0,29,0,29,245,106,0,0,0,0,139,0,0,0,112250
G06007500168012,San Francisco County,75,16801,2,"Block Group 2, Census Tract 168.01, San Francisco County, California",1151,1049,865,110,0,48,0,0,26,0,26,102,94,0,0,0,0,8,0,0,0,99327
G06007500168013,San Francisco County,75,16801,3,"Block Group 3, Census Tract 168.01, San Francisco County, California",905,799,598,0,0,110,0,0,91,0,91,106,85,0,0,0,0,0,21,16,5,72298
G06007500168021,San Francisco County,75,16802,1,"Block Group 1, Census Tract 168.02, San Francisco County, California",975,804,596,10,19,171,0,0,8,0,8,171,73,0,0,38,0,60,0,0,0,91726
G06007500168022,San Francisco County,75,16802,2,"Block Group 2, Census Tract 168.02, San Francisco County, California",1426,1195,732,177,14,210,0,0,62,0,62,231,101,0,0,0,0,130,0,0,0,67188
G06007500168023,San Francisco County,75,16802,3,"Block Group 3, Census Tract 168.02, San Francisco County, California",989,576,440,0,19,117,0,0,0,0,0,413,152,0,10,0,0,251,0,0,0,85250
G06007500169001,San Francisco County,75,16900,1,"Block Group 1, Census Tract 169, San Francisco County, California",1925,1676,1315,131,0,212,10,0,8,0,8,249,163,24,0,17,11,26,8,0,8,84531
G06007500169002,San Francisco County,75,16900,2,"Block Group 2, Census Tract 169, San Francisco County, California",1208,1119,810,7,0,188,0,0,114,0,114,89,52,0,0,0,0,19,18,18,0,138056
G06007500170001,San Francisco County,75,17000,1,"Block Group 1, Census Tract 170, San Francisco County, California",965,851,770,0,0,67,0,0,14,0,14,114,114,0,0,0,0,0,0,0,0,181029
G06007500170002,San Francisco County,75,17000,2,"Block Group 2, Census Tract 170, San Francisco County, California",2323,2191,1752,29,0,359,20,0,31,0,31,132,82,0,0,0,0,0,50,0,50,146974
G06007500170003,San Francisco County,75,17000,3,"Block Group 3, Census Tract 170, San Francisco County, California",825,802,623,0,0,87,0,0,92,0,92,23,23,0,0,0,0,0,0,0,0,176477
G06007500171011,San Francisco County,75,17101,1,"Block Group 1, Census Tract 171.01, San Francisco County, California",1305,1200,870,7,0,119,0,0,204,0,204,105,31,0,50,0,0,24,0,0,0,158750
